category	species	trait	study	gene	human_ortholog	human_symbol
size	pig	loin_muscle_area	teng	ENSSSCG00000007757	ENSG00000177238	TRIM72
size	pig	loin_muscle_area	teng	ENSSSCG00000007801	ENSG00000180035	ZNF48
size	pig	loin_muscle_area	teng	ENSSSCG00000030122	ENSG00000149929	HIRIP3
size	pig	loin_muscle_area	teng	ENSSSCG00000023710	ENSG00000068615	REEP1
size	pig	loin_muscle_area	teng	ENSSSCG00000008238	ENSG00000115459	ELMOD3
size	pig	loin_muscle_area	teng	ENSSSCG00000023140	ENSG00000115211	EIF2B4
size	pig	loin_muscle_area	teng	ENSSSCG00000032798	ENSG00000115207	GTF3C2
size	pig	loin_muscle_area	teng	ENSSSCG00000039080	ENSG00000071575	TRIB2
size	pig	loin_muscle_area	teng	ENSSSCG00000046182	ENSG00000071894	CPSF1
size	pig	loin_muscle_area	teng	ENSSSCG00000005880	ENSG00000182307	C8orf33
size	pig	loin_muscle_area	teng	ENSSSCG00000006519	ENSG00000176444	CLK2
size	pig	loin_muscle_area	teng	ENSSSCG00000006507	ENSG00000132676	DAP3
size	pig	loin_muscle_area	teng	ENSSSCG00000028606	ENSG00000160685	ZBTB7B
size	pig	loin_muscle_area	teng	ENSSSCG00000006639	ENSG00000143443	C1orf56
size	pig	loin_muscle_area	teng	ENSSSCG00000006612	ENSG00000197747	S100A10
size	pig	loin_muscle_area	teng	ENSSSCG00000000273	ENSG00000205352	PRR13
size	pig	loin_muscle_area	teng	ENSSSCG00000025190	ENSG00000135469	COQ10A
size	pig	loin_muscle_area	teng	ENSSSCG00000026812	ENSG00000126749	EMG1
size	pig	loin_muscle_area	teng	ENSSSCG00000002660	ENSG00000103248	MTHFSD
size	pig	loin_muscle_area	teng	ENSSSCG00000029578	ENSG00000072736	NFATC3
size	pig	loin_muscle_area	teng	ENSSSCG00000032443	ENSG00000196123	MATCAP1
size	pig	loin_muscle_area	teng	ENSSSCG00000024476	ENSG00000172828	CES3
size	pig	loin_muscle_area	teng	ENSSSCG00000025126	ENSG00000153902	LGI4
size	pig	loin_muscle_area	teng	ENSSSCG00000002869	ENSG00000257103	LSM14A
size	pig	loin_muscle_area	teng	ENSSSCG00000023267	ENSG00000105711	SCN1B
size	pig	loin_muscle_area	teng	ENSSSCG00000030149	ENSG00000126247	CAPNS1
size	pig	loin_muscle_area	teng	ENSSSCG00000002923	ENSG00000075702	WDR62
size	pig	loin_muscle_area	teng	ENSSSCG00000039196	ENSG00000105258	POLR2I
size	pig	loin_muscle_area	teng	ENSSSCG00000039166	ENSG00000142279	WTIP
size	pig	loin_muscle_area	teng	ENSSSCG00000031860	ENSG00000128626	MRPS12
size	pig	loin_muscle_area	teng	ENSSSCG00000036658	ENSG00000099341	PSMD8
size	pig	loin_muscle_area	teng	ENSSSCG00000040533	ENSG00000188493	ACTMAP
size	pig	loin_muscle_area	teng	ENSSSCG00000039235	ENSG00000013275	PSMC4
size	pig	loin_muscle_area	teng	ENSSSCG00000029070	ENSG00000079462	PAFAH1B3
size	pig	loin_muscle_area	teng	ENSSSCG00000003088	ENSG00000130203	APOE
size	pig	loin_muscle_area	teng	ENSSSCG00000003064	ENSG00000105755	ETHE1
size	pig	loin_muscle_area	teng	ENSSSCG00000003093	ENSG00000125755	SYMPK
size	pig	loin_muscle_area	teng	ENSSSCG00000034448	ENSG00000090554	FLT3LG
size	pig	loin_muscle_area	teng	ENSSSCG00000003566	ENSG00000090273	NUDC
size	pig	loin_muscle_area	teng	ENSSSCG00000032083	ENSG00000116221	MRPL37
size	pig	loin_muscle_area	teng	ENSSSCG00000003950	ENSG00000066056	TIE1
size	pig	loin_muscle_area	teng	ENSSSCG00000021130	ENSG00000241370	RPP21
size	pig	loin_muscle_area	teng	ENSSSCG00000001402	ENSG00000204498	NFKBIL1
size	pig	loin_muscle_area	teng	ENSSSCG00000039071	ENSG00000213719	CLIC1
size	pig	loin_muscle_area	teng	ENSSSCG00000042572	ENSG00000177971	IMP3
size	pig	loin_muscle_area	teng	ENSSSCG00000002449	ENSG00000183648	NDUFB1
size	pig	loin_muscle_area	teng	ENSSSCG00000002496	ENSG00000182512	GLRX5
size	pig	loin_muscle_area	teng	ENSSSCG00000008986	ENSG00000138758	SEPTIN11
size	pig	loin_muscle_area	teng	ENSSSCG00000009230	ENSG00000163625	WDFY3
size	pig	loin_muscle_area	teng	ENSSSCG00000020783	ENSG00000133065	SLC41A1
size	pig	loin_muscle_area	teng	ENSSSCG00000015618	ENSG00000196878	LAMB3
size	pig	loin_muscle_area	teng	ENSSSCG00000021814	ENSG00000121741	ZMYM2
size	pig	loin_muscle_area	teng	ENSSSCG00000009276	ENSG00000132953	XPO4
size	pig	loin_muscle_area	teng	ENSSSCG00000035318	ENSG00000139496	NUP58
size	pig	loin_muscle_area	teng	ENSSSCG00000019590	ENSG00000207051	SNORA27
size	pig	loin_muscle_area	teng	ENSSSCG00000009364	ENSG00000150893	FREM2
size	pig	loin_muscle_area	teng	ENSSSCG00000031627	ENSG00000120688	WBP4
size	pig	loin_muscle_area	teng	ENSSSCG00000009436	ENSG00000120662	MTRF1
size	pig	loin_muscle_area	teng	ENSSSCG00000009545	ENSG00000134871	COL4A2
size	pig	loin_muscle_area	teng	ENSSSCG00000017159	ENSG00000167291	TBC1D16
size	pig	loin_muscle_area	teng	ENSSSCG00000017475	ENSG00000131759	RARA
size	pig	loin_muscle_area	teng	ENSSSCG00000022187	ENSG00000277972	CISD3
size	pig	loin_muscle_area	teng	ENSSSCG00000017640	ENSG00000108375	RNF43
size	pig	loin_muscle_area	teng	ENSSSCG00000017672	ENSG00000108510	MED13
size	pig	loin_muscle_area	teng	ENSSSCG00000032049	ENSG00000074755	ZZEF1
size	pig	loin_muscle_area	teng	ENSSSCG00000017895	ENSG00000029725	RABEP1
size	pig	loin_muscle_area	teng	ENSSSCG00000017900	ENSG00000129250	KIF1C
size	pig	loin_muscle_area	teng	ENSSSCG00000017940	ENSG00000132522	GPS2
size	pig	loin_muscle_area	teng	ENSSSCG00000031871	ENSG00000197217	ENTPD4
size	pig	loin_muscle_area	teng	ENSSSCG00000024972	ENSG00000147419	CCDC25
size	pig	loin_muscle_area	teng	ENSSSCG00000037811	ENSG00000170633	RNF34
size	pig	loin_muscle_area	teng	ENSSSCG00000010317	ENSG00000188716	DUSP29
size	pig	loin_muscle_area	teng	ENSSSCG00000033367	ENSG00000169499	PLEKHA2
size	pig	loin_muscle_area	teng	ENSSSCG00000040833	ENSG00000104221	BRF2
size	pig	loin_muscle_area	teng	ENSSSCG00000039230	ENSG00000144231	POLR2D
size	pig	loin_muscle_area	teng	ENSSSCG00000016793	ENSG00000173545	ZNF622
size	pig	loin_muscle_area	teng	ENSSSCG00000032806	ENSG00000170584	NUDCD2
size	pig	loin_muscle_area	teng	ENSSSCG00000036438	ENSG00000211445	GPX3
size	pig	loin_muscle_area	teng	ENSSSCG00000031510	ENSG00000185900	POMK
size	pig	loin_muscle_area	teng	ENSSSCG00000025589	ENSG00000232388	SMIM26
size	pig	loin_muscle_area	teng	ENSSSCG00000026617	ENSG00000125977	EIF2S2
size	pig	loin_muscle_area	teng	ENSSSCG00000023522	ENSG00000198959	TGM2
size	pig	loin_muscle_area	teng	ENSSSCG00000038594	ENSG00000124145	SDC4
size	pig	loin_muscle_area	teng	ENSSSCG00000007424	ENSG00000101470	TNNC2
size	pig	loin_muscle_area	teng	ENSSSCG00000051117	ENSG00000240563	L1TD1
size	pig	loin_muscle_area	teng	ENSSSCG00000016747	ENSG00000015676	NUDCD3
size	pig	loin_muscle_area	teng	ENSSSCG00000016166	ENSG00000144451	SPAG16
size	pig	loin_muscle_area	teng	ENSSSCG00000017421	ENSG00000131473	ACLY
size	pig	loin_muscle_area	teng	ENSSSCG00000004725	ENSG00000103994	ZNF106
size	pig	loin_muscle_area	teng	ENSSSCG00000005498	ENSG00000182752	PAPPA
size	pig	loin_muscle_area	teng	ENSSSCG00000005683	ENSG00000136816	TOR1B
size	pig	loin_muscle_area	teng	ENSSSCG00000013066	ENSG00000149503	INCENP
size	pig	loin_muscle_area	teng	ENSSSCG00000017525	ENSG00000082641	NFE2L1
size	pig	loin_muscle_area	teng	ENSSSCG00000005680	ENSG00000167157	PRRX2
size	pig	loin_muscle_area	teng	ENSSSCG00000031809	ENSG00000196652	ZKSCAN5
size	pig	loin_muscle_area	teng	ENSSSCG00000005934	ENSG00000167632	TRAPPC9
size	pig	loin_muscle_area	teng	ENSSSCG00000035374	ENSG00000007255	TRAPPC6A
size	pig	loin_muscle_area	teng	ENSSSCG00000003136	ENSG00000105443	CYTH2
size	pig	loin_muscle_area	teng	ENSSSCG00000001395	ENSG00000204516	MICB
size	pig	loin_muscle_area	teng	ENSSSCG00000026744	ENSG00000180776	ZDHHC20
size	human	ldl_cholesterol	barbeira	ENSG00000134222	ENSG00000134222	PSRC1
size	human	ldl_cholesterol	barbeira	ENSG00000015520	ENSG00000015520	NPC1L1
size	human	ldl_cholesterol	barbeira	ENSG00000084674	ENSG00000084674	APOB
size	human	ldl_cholesterol	barbeira	ENSG00000109917	ENSG00000109917	ZPR1
size	human	ldl_cholesterol	barbeira	ENSG00000257017	ENSG00000257017	HP
size	human	ldl_cholesterol	barbeira	ENSG00000140830	ENSG00000140830	TXNL4B
size	human	ldl_cholesterol	barbeira	ENSG00000261701	ENSG00000261701	HPR
size	human	ldl_cholesterol	barbeira	ENSG00000134243	ENSG00000134243	SORT1
size	human	ldl_cholesterol	barbeira	ENSG00000143126	ENSG00000143126	CELSR2
size	human	ldl_cholesterol	barbeira	ENSG00000162650	ENSG00000162650	ATXN7L2
size	human	ldl_cholesterol	barbeira	ENSG00000143028	ENSG00000143028	SYPL2
size	human	ldl_cholesterol	barbeira	ENSG00000105866	ENSG00000105866	SP4
size	human	ldl_cholesterol	barbeira	ENSG00000143106	ENSG00000143106	PSMA5
size	human	ldl_cholesterol	barbeira	ENSG00000204160	ENSG00000204160	ZDHHC18
size	human	ldl_cholesterol	barbeira	ENSG00000175164	ENSG00000175164	ABO
size	pig	ldl_cholesterol	teng	ENSSSCG00000008550	ENSG00000138074	SLC5A6
size	pig	ldl_cholesterol	teng	ENSSSCG00000008590	ENSG00000205639	MFSD2B
size	pig	ldl_cholesterol	teng	ENSSSCG00000030115	ENSG00000118960	HS1BP3
size	pig	ldl_cholesterol	teng	ENSSSCG00000013512	ENSG00000167676	PLIN4
size	pig	ldl_cholesterol	teng	ENSSSCG00000013731	ENSG00000105612	DNASE2
size	pig	ldl_cholesterol	teng	ENSSSCG00000013726	ENSG00000105576	TNPO2
size	pig	ldl_cholesterol	teng	ENSSSCG00000028512	ENSG00000130164	LDLR
size	pig	ldl_cholesterol	teng	ENSSSCG00000013491	ENSG00000105289	TJP3
size	pig	ldl_cholesterol	teng	ENSSSCG00000013496	ENSG00000077463	SIRT6
size	pig	ldl_cholesterol	teng	ENSSSCG00000032170	ENSG00000167657	DAPK3
size	pig	ldl_cholesterol	teng	ENSSSCG00000025675	ENSG00000167658	EEF2
size	pig	ldl_cholesterol	teng	ENSSSCG00000013389	ENSG00000186104	CYP2R1
size	pig	ldl_cholesterol	teng	ENSSSCG00000034569	ENSG00000154358	OBSCN
size	pig	ldl_cholesterol	teng	ENSSSCG00000040666	ENSG00000006015	REX1BD
size	pig	ldl_cholesterol	teng	ENSSSCG00000013891	ENSG00000007080	CCDC124
size	pig	ldl_cholesterol	teng	ENSSSCG00000025329	ENSG00000105671	DDX49
size	pig	ldl_cholesterol	teng	ENSSSCG00000013723	ENSG00000095059	DHPS
size	pig	ldl_cholesterol	teng	ENSSSCG00000023667	ENSG00000079999	KEAP1
size	pig	ldl_cholesterol	teng	ENSSSCG00000013511	ENSG00000167674	HDGFL2
size	pig	ldl_cholesterol	teng	ENSSSCG00000013442	ENSG00000129968	ABHD17A
size	pig	ldl_cholesterol	teng	ENSSSCG00000013444	ENSG00000133243	BTBD2
size	pig	ldl_cholesterol	teng	ENSSSCG00000013445	ENSG00000133275	CSNK1G2
size	pig	ldl_cholesterol	teng	ENSSSCG00000040624	ENSG00000079313	REXO1
size	pig	ldl_cholesterol	teng	ENSSSCG00000013448	ENSG00000099875	MKNK2
size	pig	ldl_cholesterol	teng	ENSSSCG00000013460	ENSG00000104904	OAZ1
size	pig	ldl_cholesterol	teng	ENSSSCG00000038940	ENSG00000113552	GNPDA1
size	pig	ldl_cholesterol	teng	ENSSSCG00000008400	ENSG00000163001	CFAP36
size	pig	ldl_cholesterol	teng	ENSSSCG00000008535	ENSG00000115295	CLIP4
size	pig	ldl_cholesterol	teng	ENSSSCG00000008549	ENSG00000163798	SLC4A1AP
size	pig	ldl_cholesterol	teng	ENSSSCG00000032798	ENSG00000115207	GTF3C2
size	pig	ldl_cholesterol	teng	ENSSSCG00000008573	ENSG00000084733	RAB10
size	pig	ldl_cholesterol	teng	ENSSSCG00000023140	ENSG00000115211	EIF2B4
size	pig	ldl_cholesterol	teng	ENSSSCG00000008578	ENSG00000138031	ADCY3
size	pig	ldl_cholesterol	teng	ENSSSCG00000008583	ENSG00000198399	ITSN2
size	pig	ldl_cholesterol	teng	ENSSSCG00000034131	ENSG00000239264	TXNDC5
size	pig	ldl_cholesterol	teng	ENSSSCG00000034758	ENSG00000160209	PDXK
size	pig	ldl_cholesterol	teng	ENSSSCG00000027165	ENSG00000184787	UBE2G2
size	pig	ldl_cholesterol	teng	ENSSSCG00000038089	ENSG00000182871	COL18A1
size	pig	ldl_cholesterol	teng	ENSSSCG00000013392	ENSG00000129083	COPB1
size	pig	ldl_cholesterol	teng	ENSSSCG00000032833	ENSG00000167775	CD320
size	human	red_blood_cell_count	pividori	ENSG00000269925	ENSG00000269925	NA
size	human	red_blood_cell_count	pividori	ENSG00000162607	ENSG00000162607	USP1
size	human	red_blood_cell_count	pividori	ENSG00000169231	ENSG00000169231	THBS3
size	human	red_blood_cell_count	pividori	ENSG00000179833	ENSG00000179833	SERTAD2
size	human	red_blood_cell_count	pividori	ENSG00000138686	ENSG00000138686	BBS7
size	human	red_blood_cell_count	pividori	ENSG00000230847	ENSG00000230847	NA
size	human	red_blood_cell_count	pividori	ENSG00000145736	ENSG00000145736	GTF2H2
size	human	red_blood_cell_count	pividori	ENSG00000169220	ENSG00000169220	RGS14
size	human	red_blood_cell_count	pividori	ENSG00000111875	ENSG00000111875	ASF1A
size	human	red_blood_cell_count	pividori	ENSG00000002933	ENSG00000002933	TMEM176A
size	human	red_blood_cell_count	pividori	ENSG00000106565	ENSG00000106565	TMEM176B
size	human	red_blood_cell_count	pividori	ENSG00000136891	ENSG00000136891	TEX10
size	human	red_blood_cell_count	pividori	ENSG00000110665	ENSG00000110665	C11orf21
size	human	red_blood_cell_count	pividori	ENSG00000168000	ENSG00000168000	BSCL2
size	human	red_blood_cell_count	pividori	ENSG00000172613	ENSG00000172613	RAD9A
size	human	red_blood_cell_count	pividori	ENSG00000198056	ENSG00000198056	PRIM1
size	human	red_blood_cell_count	pividori	ENSG00000279662	ENSG00000279662	NA
size	human	red_blood_cell_count	pividori	ENSG00000149922	ENSG00000149922	TBX6
size	human	red_blood_cell_count	pividori	ENSG00000156886	ENSG00000156886	ITGAD
size	human	red_blood_cell_count	pividori	ENSG00000130856	ENSG00000130856	ZNF236
size	human	red_blood_cell_count	pividori	ENSG00000268081	ENSG00000268081	NA
size	human	red_blood_cell_count	pividori	ENSG00000224086	ENSG00000224086	NA
size	human	red_blood_cell_count	pividori	ENSG00000168765	ENSG00000168765	GSTM4
size	human	red_blood_cell_count	pividori	ENSG00000112977	ENSG00000112977	DAP
size	human	red_blood_cell_count	pividori	ENSG00000226259	ENSG00000226259	NA
size	human	red_blood_cell_count	pividori	ENSG00000179978	ENSG00000179978	NA
size	human	red_blood_cell_count	pividori	ENSG00000185201	ENSG00000185201	IFITM2
size	human	red_blood_cell_count	pividori	ENSG00000138600	ENSG00000138600	SPPL2A
size	human	red_blood_cell_count	pividori	ENSG00000259416	ENSG00000259416	NA
size	human	red_blood_cell_count	pividori	ENSG00000213398	ENSG00000213398	LCAT
size	human	red_blood_cell_count	pividori	ENSG00000125871	ENSG00000125871	MGME1
size	human	red_blood_cell_count	pividori	ENSG00000177989	ENSG00000177989	CIMAP1B
size	human	red_blood_cell_count	pividori	ENSG00000228172	ENSG00000228172	NA
size	human	red_blood_cell_count	pividori	ENSG00000168569	ENSG00000168569	TMEM223
size	human	red_blood_cell_count	pividori	ENSG00000176454	ENSG00000176454	LPCAT4
size	human	red_blood_cell_count	pividori	ENSG00000006210	ENSG00000006210	CX3CL1
size	human	red_blood_cell_count	pividori	ENSG00000082641	ENSG00000082641	NFE2L1
size	human	red_blood_cell_count	pividori	ENSG00000128274	ENSG00000128274	A4GALT
size	human	red_blood_cell_count	pividori	ENSG00000185499	ENSG00000185499	MUC1
size	human	red_blood_cell_count	pividori	ENSG00000164978	ENSG00000164978	NUDT2
size	human	red_blood_cell_count	pividori	ENSG00000136938	ENSG00000136938	ANP32B
size	human	red_blood_cell_count	pividori	ENSG00000110080	ENSG00000110080	ST3GAL4
size	human	red_blood_cell_count	pividori	ENSG00000280832	ENSG00000280832	NA
size	human	red_blood_cell_count	pividori	ENSG00000122971	ENSG00000122971	ACADS
size	human	red_blood_cell_count	pividori	ENSG00000233695	ENSG00000233695	NA
size	human	red_blood_cell_count	pividori	ENSG00000157045	ENSG00000157045	NTAN1
size	human	red_blood_cell_count	pividori	ENSG00000261888	ENSG00000261888	NA
size	human	red_blood_cell_count	pividori	ENSG00000141854	ENSG00000141854	MISP3
size	human	red_blood_cell_count	pividori	ENSG00000228050	ENSG00000228050	NA
size	human	red_blood_cell_count	pividori	ENSG00000235558	ENSG00000235558	NA
size	human	red_blood_cell_count	pividori	ENSG00000117640	ENSG00000117640	MTFR1L
size	human	red_blood_cell_count	pividori	ENSG00000092621	ENSG00000092621	PHGDH
size	human	red_blood_cell_count	pividori	ENSG00000178425	ENSG00000178425	NT5DC1
size	human	red_blood_cell_count	pividori	ENSG00000253187	ENSG00000253187	HOXA10-AS
size	human	red_blood_cell_count	pividori	ENSG00000188566	ENSG00000188566	NDOR1
size	human	red_blood_cell_count	pividori	ENSG00000212864	ENSG00000212864	RNF208
size	human	red_blood_cell_count	pividori	ENSG00000149485	ENSG00000149485	FADS1
size	human	red_blood_cell_count	pividori	ENSG00000136104	ENSG00000136104	RNASEH2B
size	human	red_blood_cell_count	pividori	ENSG00000185739	ENSG00000185739	SRL
size	human	red_blood_cell_count	pividori	ENSG00000279699	ENSG00000279699	NA
size	human	red_blood_cell_count	pividori	ENSG00000100116	ENSG00000100116	GCAT
size	human	red_blood_cell_count	pividori	ENSG00000187953	ENSG00000187953	NA
size	human	red_blood_cell_count	pividori	ENSG00000187783	ENSG00000187783	TMEM72
size	human	red_blood_cell_count	pividori	ENSG00000186790	ENSG00000186790	FOXE3
size	human	red_blood_cell_count	pividori	ENSG00000182512	ENSG00000182512	GLRX5
size	human	red_blood_cell_count	pividori	ENSG00000128218	ENSG00000128218	VPREB3
size	human	red_blood_cell_count	pividori	ENSG00000239332	ENSG00000239332	NA
size	human	red_blood_cell_count	pividori	ENSG00000205809	ENSG00000205809	KLRC2
size	human	red_blood_cell_count	pividori	ENSG00000250091	ENSG00000250091	DNAH10OS
size	human	red_blood_cell_count	pividori	ENSG00000273219	ENSG00000273219	NA
size	human	red_blood_cell_count	pividori	ENSG00000143365	ENSG00000143365	RORC
size	human	red_blood_cell_count	pividori	ENSG00000264278	ENSG00000264278	ZNF236-DT
size	human	red_blood_cell_count	pividori	ENSG00000160838	ENSG00000160838	LRRC71
size	human	red_blood_cell_count	pividori	ENSG00000264635	ENSG00000264635	NA
size	human	red_blood_cell_count	pividori	ENSG00000157827	ENSG00000157827	FMNL2
size	human	red_blood_cell_count	pividori	ENSG00000171476	ENSG00000171476	HOPX
size	human	red_blood_cell_count	pividori	ENSG00000104626	ENSG00000104626	ERI1
size	human	red_blood_cell_count	pividori	ENSG00000254087	ENSG00000254087	LYN
size	human	red_blood_cell_count	pividori	ENSG00000175970	ENSG00000175970	UNC119B
size	human	red_blood_cell_count	pividori	ENSG00000259904	ENSG00000259904	NA
size	human	red_blood_cell_count	pividori	ENSG00000259518	ENSG00000259518	LINC01583
size	human	red_blood_cell_count	pividori	ENSG00000159792	ENSG00000159792	PSKH1
size	human	red_blood_cell_count	pividori	ENSG00000238083	ENSG00000238083	LRRC37A2
size	human	red_blood_cell_count	pividori	ENSG00000182446	ENSG00000182446	NPLOC4
size	human	red_blood_cell_count	pividori	ENSG00000025708	ENSG00000025708	TYMP
size	human	red_blood_cell_count	pividori	ENSG00000064201	ENSG00000064201	TSPAN32
size	human	red_blood_cell_count	pividori	ENSG00000116729	ENSG00000116729	WLS
size	human	red_blood_cell_count	pividori	ENSG00000215630	ENSG00000215630	NA
size	human	red_blood_cell_count	pividori	ENSG00000162869	ENSG00000162869	PPP1R21
size	human	red_blood_cell_count	pividori	ENSG00000144677	ENSG00000144677	CTDSPL
size	human	red_blood_cell_count	pividori	ENSG00000103335	ENSG00000103335	PIEZO1
size	human	red_blood_cell_count	pividori	ENSG00000131848	ENSG00000131848	ZSCAN5A
size	human	red_blood_cell_count	pividori	ENSG00000013016	ENSG00000013016	EHD3
size	human	red_blood_cell_count	pividori	ENSG00000179912	ENSG00000179912	R3HDM2
size	human	red_blood_cell_count	pividori	ENSG00000163939	ENSG00000163939	PBRM1
size	human	red_blood_cell_count	pividori	ENSG00000280032	ENSG00000280032	NA
size	human	red_blood_cell_count	pividori	ENSG00000176422	ENSG00000176422	SPRYD4
size	human	red_blood_cell_count	pividori	ENSG00000089006	ENSG00000089006	SNX5
size	human	red_blood_cell_count	pividori	ENSG00000188064	ENSG00000188064	WNT7B
size	human	red_blood_cell_count	pividori	ENSG00000197479	ENSG00000197479	PCDHB11
size	human	red_blood_cell_count	pividori	ENSG00000251661	ENSG00000251661	NA
size	human	red_blood_cell_count	pividori	ENSG00000013588	ENSG00000013588	GPRC5A
size	human	red_blood_cell_count	pividori	ENSG00000131899	ENSG00000131899	LLGL1
size	human	red_blood_cell_count	pividori	ENSG00000171150	ENSG00000171150	SOCS5
size	human	red_blood_cell_count	pividori	ENSG00000175164	ENSG00000175164	ABO
size	human	red_blood_cell_count	pividori	ENSG00000140009	ENSG00000140009	ESR2
size	human	red_blood_cell_count	pividori	ENSG00000176845	ENSG00000176845	METRNL
size	human	red_blood_cell_count	pividori	ENSG00000106327	ENSG00000106327	TFR2
size	human	red_blood_cell_count	pividori	ENSG00000183087	ENSG00000183087	GAS6
size	human	red_blood_cell_count	pividori	ENSG00000140479	ENSG00000140479	PCSK6
size	human	red_blood_cell_count	pividori	ENSG00000274139	ENSG00000274139	NA
size	human	red_blood_cell_count	pividori	ENSG00000100994	ENSG00000100994	PYGB
size	human	red_blood_cell_count	pividori	ENSG00000164631	ENSG00000164631	ZNF12
size	human	red_blood_cell_count	pividori	ENSG00000184414	ENSG00000184414	NA
size	human	red_blood_cell_count	pividori	ENSG00000249790	ENSG00000249790	NA
size	human	red_blood_cell_count	pividori	ENSG00000157734	ENSG00000157734	SNX22
size	human	red_blood_cell_count	pividori	ENSG00000171747	ENSG00000171747	LGALS4
size	human	red_blood_cell_count	pividori	ENSG00000049245	ENSG00000049245	VAMP3
size	human	red_blood_cell_count	pividori	ENSG00000176209	ENSG00000176209	SMIM19
size	human	red_blood_cell_count	pividori	ENSG00000148377	ENSG00000148377	IDI2
size	human	red_blood_cell_count	pividori	ENSG00000141524	ENSG00000141524	TMC6
size	human	red_blood_cell_count	pividori	ENSG00000173110	ENSG00000173110	HSPA6
size	human	red_blood_cell_count	pividori	ENSG00000109339	ENSG00000109339	MAPK10
size	human	red_blood_cell_count	pividori	ENSG00000205307	ENSG00000205307	SAP25
size	human	red_blood_cell_count	pividori	ENSG00000167081	ENSG00000167081	PBX3
size	human	red_blood_cell_count	pividori	ENSG00000254910	ENSG00000254910	NA
size	human	red_blood_cell_count	pividori	ENSG00000161888	ENSG00000161888	SPC24
size	human	red_blood_cell_count	pividori	ENSG00000143595	ENSG00000143595	AQP10
size	human	red_blood_cell_count	pividori	ENSG00000166532	ENSG00000166532	RIMKLB
size	human	red_blood_cell_count	pividori	ENSG00000078401	ENSG00000078401	EDN1
size	human	red_blood_cell_count	pividori	ENSG00000159261	ENSG00000159261	CLDN14
size	human	red_blood_cell_count	pividori	ENSG00000128710	ENSG00000128710	HOXD10
size	human	red_blood_cell_count	pividori	ENSG00000231064	ENSG00000231064	THBS3-AS1
size	human	red_blood_cell_count	pividori	ENSG00000113851	ENSG00000113851	CRBN
size	human	red_blood_cell_count	pividori	ENSG00000260468	ENSG00000260468	LINC01290
size	human	red_blood_cell_count	pividori	ENSG00000126460	ENSG00000126460	PRRG2
size	human	red_blood_cell_count	pividori	ENSG00000119242	ENSG00000119242	CCDC92
size	human	red_blood_cell_count	pividori	ENSG00000179889	ENSG00000179889	PDXDC1
size	human	red_blood_cell_count	pividori	ENSG00000250986	ENSG00000250986	NA
size	human	red_blood_cell_count	pividori	ENSG00000228778	ENSG00000228778	NA
size	human	red_blood_cell_count	pividori	ENSG00000260757	ENSG00000260757	NA
size	human	red_blood_cell_count	pividori	ENSG00000138111	ENSG00000138111	MFSD13A
size	human	red_blood_cell_count	pividori	ENSG00000185627	ENSG00000185627	PSMD13
size	human	red_blood_cell_count	pividori	ENSG00000139998	ENSG00000139998	RAB15
size	human	red_blood_cell_count	pividori	ENSG00000053501	ENSG00000053501	USE1
size	human	red_blood_cell_count	pividori	ENSG00000065308	ENSG00000065308	TRAM2
size	human	red_blood_cell_count	pividori	ENSG00000235169	ENSG00000235169	SMIM1
size	human	red_blood_cell_count	pividori	ENSG00000130764	ENSG00000130764	LRRC47
size	human	red_blood_cell_count	pividori	ENSG00000171488	ENSG00000171488	LRRC8C
size	human	red_blood_cell_count	pividori	ENSG00000224203	ENSG00000224203	NA
size	human	red_blood_cell_count	pividori	ENSG00000135916	ENSG00000135916	ITM2C
size	human	red_blood_cell_count	pividori	ENSG00000114166	ENSG00000114166	KAT2B
size	human	red_blood_cell_count	pividori	ENSG00000178409	ENSG00000178409	BEND3
size	human	red_blood_cell_count	pividori	ENSG00000177951	ENSG00000177951	BET1L
size	human	red_blood_cell_count	pividori	ENSG00000142089	ENSG00000142089	IFITM3
size	human	red_blood_cell_count	pividori	ENSG00000065057	ENSG00000065057	NTHL1
size	human	red_blood_cell_count	pividori	ENSG00000276023	ENSG00000276023	DUSP14
size	human	red_blood_cell_count	pividori	ENSG00000130520	ENSG00000130520	LSM4
size	human	red_blood_cell_count	pividori	ENSG00000104783	ENSG00000104783	KCNN4
size	human	red_blood_cell_count	pividori	ENSG00000239961	ENSG00000239961	LILRA4
size	human	red_blood_cell_count	pividori	ENSG00000189060	ENSG00000189060	H1-0
size	human	red_blood_cell_count	barbeira	ENSG00000149922	ENSG00000149922	TBX6
size	human	red_blood_cell_count	barbeira	ENSG00000169231	ENSG00000169231	THBS3
size	human	red_blood_cell_count	barbeira	ENSG00000167528	ENSG00000167528	ZNF641
size	human	red_blood_cell_count	barbeira	ENSG00000172613	ENSG00000172613	RAD9A
size	human	red_blood_cell_count	barbeira	ENSG00000177989	ENSG00000177989	CIMAP1B
size	human	red_blood_cell_count	barbeira	ENSG00000105618	ENSG00000105618	PRPF31
size	human	red_blood_cell_count	barbeira	ENSG00000142178	ENSG00000142178	SIK1
size	human	red_blood_cell_count	barbeira	ENSG00000144677	ENSG00000144677	CTDSPL
size	human	red_blood_cell_count	barbeira	ENSG00000198945	ENSG00000198945	L3MBTL3
size	human	red_blood_cell_count	barbeira	ENSG00000149923	ENSG00000149923	PPP4C
